source_group_id,cell,question,r_o,r_s,c_o,c_s,shared_q,shared_r_o,shared_r_s,norm_ro_ne_rs,render_ro_ne_rs
611d4087598f1482cf82f71d03b7d86c1a4b32638bd5943a9825d70dcb3bb75d,OO-OS-SO-SS,What is Brussels Capital Region the capital of?,Austrian Netherlands,Montana Province,The answer is Austrian Netherlands.,The answer is Montana Province.,True,True,True,True,True
611f3309a6e8e6696e5a870678a1248638bb16cf9094b65fe9ef1002535c1152,OO-OS-SO-SS,In what city was Anatoly Georgievich Ufimtsev born?,Kursk,Texarkana,The answer is Kursk.,The answer is Texarkana.,True,True,True,True,True
612867320298987171ceec417fb0ff88d45e1a3be29399c987abd1f3d52cea32,OO-OS-SO-SS,Who is the author of Rather Ripped?,Sonic Youth,Julia Leigh,The answer is Sonic Youth.,The answer is Julia Leigh.,True,True,True,True,True
613229dfdabf8c5c4893bb601fa98a05deb9a0bdcd12955d682897aec99ecb06,OO-OS-SO-SS,Who was the director of Breaking News?,Nagathihalli Chandrashekhar,Brian De Palma,The answer is Nagathihalli Chandrashekhar.,The answer is Brian De Palma.,True,True,True,True,True
613462d6c7b516b3ae5fea603c961eb395548e3f0aa1f31a55a73d1f71dcb690,OO-OS-SO-SS,Who was the director of The Unknown?,Henry Levin,James Glickenhaus,The answer is Henry Levin.,The answer is James Glickenhaus.,True,True,True,True,True
615040a790cbac613a9bbda5e04d09f57fb5efe79b8a04e9031a3bb5723cd872,OO-OS-SO-SS,Who is the author of Brand?,Henrik Ibsen,Jamie Smart,The answer is Henrik Ibsen.,The answer is Jamie Smart.,True,True,True,True,True
61723aefb50bb01d016589e020a9bf3a1e24ce67eb06417fb0e59c7531d6b173,OO-OS-SO-SS,What is Will Smith's occupation?,screenwriter,composer,The answer is screenwriter.,The answer is composer.,True,True,True,True,True
619196176cb83ed8a1381cb66400e7f14287e3501e40912d163714c60e5c2fd2,OO-OS-SO-SS,In what city was Arthur Thomson born?,Edinburgh,Surrey,The answer is Edinburgh.,The answer is Surrey.,True,True,True,True,True
61a957535f22180829555815f603730640e72e45bd1c4f47e8d82ec3ed6e7157,OO-OS-SO-SS,Who was the director of Chance?,Amber Benson,Frank Borzage,The answer is Amber Benson.,The answer is Frank Borzage.,True,True,True,True,True
61cf35b5a489471bd439aec8573c513d6d496432700b05d766e76fcbd3f56d77,OO-OS-SO-SS,What genre is Thinking of You?,rhythm and blues,roots reggae,The answer is rhythm and blues.,The answer is roots reggae.,True,True,True,True,True
61d1e20cd6ad553334d076ca8cd136eedaeee2934a8e8105761a662f61ebd9ce,OO-OS-SO-SS,What genre is Territory Cops?,factual television,documentary film,The answer is factual television.,The answer is documentary film.,True,True,True,True,True
61d3a85c45c9948fa7714bbb9bba576e6e85f5c7123823032339b8eab94cc0d7,OO-OS-SO-SS,What genre is Astro?,reggae,short story,The answer is reggae.,The answer is short story.,True,True,True,True,True
61d46d9f2a4ba894c2ea3fc2023a419e87e93cb62e9f32950a748ad03ddaa195,OO-OS-SO-SS,Who was the composer of Rebel?,Raghava Lawrence,John Debney,The answer is Raghava Lawrence.,The answer is John Debney.,True,True,True,True,True
61dee32c6a3d37b2179009cda9258ee41238a831dee1eabc74133592a9fe2722,OO-OS-SO-SS,What genre is I Want to Break Free?,rock music,action film,The answer is rock music.,The answer is action film.,True,True,True,True,True
61e3aa61034080c0c09dffdc970e4d366bc419fe5855fb114202b75e86889d7f,OO-OS-SO-SS,In what city was Alfred Jefferis Turner born?,Guangzhou,Rasskazovo,The answer is Guangzhou.,The answer is Rasskazovo.,True,True,True,True,True
61ee4b48be23fdf04a2c787018aadd74e64c78da6bfceddf64f08339f43e55ed,OO-OS-SO-SS,Who is the author of The Arab Mind?,Raphael Patai,Lynne Cheney,The answer is Raphael Patai.,The answer is Lynne Cheney.,True,True,True,True,True
61f398574b6c3198a71eadeb036f17d5cfbaeb9119183a99bcaaf97175e9f3c1,OO-OS-SO-SS,Who was the director of Light It Up?,Craig Bolotin,Ranjith Sankar,The answer is Craig Bolotin.,The answer is Ranjith Sankar.,True,True,True,True,True
62447c1ed92a41783244d1bd206222ab2ac4a827e7d854cda109f56d9600b208,OO-OS-SO-SS,In what country is Hudson?,United States of America,Australia,The answer is United States of America.,The answer is Australia.,True,True,True,True,True
6279e859aa350652d8aa9a27dcb18c546341888068bf466572c90dc8c0823358,OO-OS-SO-SS,What is Billy Joel's occupation?,singer-songwriter,film director,The answer is singer-songwriter.,The answer is film director.,True,True,True,True,True
62941958a2059776d9455a8a0dca3024999c6e800f8b3cf018cf6b44fa5dd1c9,OO-OS-SO-SS,What is the religion of Muhammad?,Islam,ancient Roman religion,The answer is Islam.,The answer is ancient Roman religion.,True,True,True,True,True
62cb57f6cdd4af8edf28a3eaefd40713bf4e9f463ce18502d2cb4b170bfb9d47,OO-OS-SO-SS,Who was the composer of Muni?,Bharathwaj,Alex da Kid,The answer is Bharathwaj.,The answer is Alex da Kid.,True,True,True,True,True
62d09f21417941617061413b1823c9fc5e74bdb39ce65197791ee9db2ae42405,OO-OS-SO-SS,Who was the composer of Never Forget?,Gary Barlow,Ilaiyaraaja,The answer is Gary Barlow.,The answer is Ilaiyaraaja.,True,True,True,True,True
62ec7e83fda55aec05acd3ac44fecb28db20bc86bfc6c9f91ecc7039594dcb50,OO-OS-SO-SS,What genre is Frogs?,platform game,alternative rock,The answer is platform game.,The answer is alternative rock.,True,True,True,True,True
62f8f20b2dbc725f9473cd5fd7237dff651b70d1a4ef646d9957c7444d41120d,OO-OS-SO-SS,Who is the author of Childhood?,Leo Tolstoy,Isobelle Carmody,The answer is Leo Tolstoy.,The answer is Isobelle Carmody.,True,True,True,True,True
63205604eddee96c4c8c80a9c69200341b2b7d6a2f5d24aa87717509cce40c2b,OO-OS-SO-SS,Who was the director of K-9000?,Kim Manners,Dick Richards,The answer is Kim Manners.,The answer is Dick Richards.,True,True,True,True,True
6341326301be15bf931375a08af8d5f1d35a7d7a50f2355b9d2186381f01336e,OO-OS-SO-SS,What sport does Granada Lions play?,American football,association football,The answer is American football.,The answer is association football.,True,True,True,True,True
6344ec9fba40ef97588c1559ded0c143bc2736f8cc49b76c3f926b941cc2ddd2,OO-OS-SO-SS,What genre is The Attic?,horror film,country music,The answer is horror film.,The answer is country music.,True,True,True,True,True
635820b45547f8e5dace6b5b2d34fb9291b1e667414ecdb380cc24e0b72d5eb7,OO-OS-SO-SS,In what city was Trae tha Truth born?,Houston,Calgary,The answer is Houston.,The answer is Calgary.,True,True,True,True,True
637d425e3b72a40abf5c573bac73c3d01af3d4e6bf723f24a713bd8273786216,OO-OS-SO-SS,What is Alexandria the capital of?,Alexandria Governorate,Colorado,The answer is Alexandria Governorate.,The answer is Colorado.,True,True,True,True,True
63a9fd6fea92b852af1fee34ea557fccb84d09e9f1ef5f63b75be0b00ecc8a0b,OO-OS-SO-SS,Who was the director of Happy End?,Amos Kollek,Takashi Miike,The answer is Amos Kollek.,The answer is Takashi Miike.,True,True,True,True,True
63b3e0c1681021e24ae8812f06552144e55b36e99959d5c064800a877b90f83e,OO-OS-SO-SS,What is the capital of Poland?,Warsaw,Espargos,The answer is Warsaw.,The answer is Espargos.,True,True,True,True,True
63cfadcaaf7a9319f4acb8dd3e0e7de4494eff02e5bf81df937a4deaa748a0ac,OO-OS-SO-SS,Who was the producer of The Double?,Michael Caine,Walter Lantz,The answer is Michael Caine.,The answer is Walter Lantz.,True,True,True,True,True
63e1bcd82b0ac3bb1b6588409af0aa04bb2543e8a1d008a51289875cac1d86b5,OO-OS-SO-SS,What is Iba the capital of?,Zambales,Montana Province,The answer is Zambales.,The answer is Montana Province.,True,True,True,True,True
63e3d457ad266dc8e872168a87c1f596dd76ca76c086cbfee082500650bf6658,OO-OS-SO-SS,"In what city was Dominique, comte de Cassini born?",Paris,Warsaw,The answer is Paris.,The answer is Warsaw.,True,True,True,True,True
641214b19144e187a7597db2031d89956f3fe2508f7a09c95a01fae0330cff64,OO-OS-SO-SS,What genre is Lou Christie?,pop music,spy film,The answer is pop music.,The answer is spy film.,True,True,True,True,True
641d4e3f483fd6b78d1a21b305c689e9362f89672d91df77a8fd8b380bb41477,OO-OS-SO-SS,Who is the author of The Rise and Fall of Little Voice?,Jim Cartwright,Shane Maloney,The answer is Jim Cartwright.,The answer is Shane Maloney.,True,True,True,True,True
643265e2617a3352f15ccbd91665b4f56302da45719b44dcacadff29e8123fdf,OO-OS-SO-SS,What is the capital of Bermuda?,Hamilton,Vercelli,The answer is Hamilton.,The answer is Vercelli.,True,True,True,True,True
643f0041c030d7ac4bf4f0989302e5358ac6c3eec6ee85a799a0fdcec3593535,OO-OS-SO-SS,Who was the screenwriter for The Singer?,Xavier Giannoli,Lucian Pintilie,The answer is Xavier Giannoli.,The answer is Lucian Pintilie.,True,True,True,True,True
644b348c201d8d1bce82ada1634e174a5727def3fb54ef2db6f6cb033642583c,OO-OS-SO-SS,Who was the screenwriter for The Yards?,Matt Reeves,Larry David,The answer is Matt Reeves.,The answer is Larry David.,True,True,True,True,True
645d0b077938e59e7ba09dfe2bdaffd3380ff18db1803b44e29d91afd6e878ee,OO-OS-SO-SS,Who was the director of The Idea?,Berthold Bartosch,Alex Graves,The answer is Berthold Bartosch.,The answer is Alex Graves.,True,True,True,True,True
646d95a5d97959f570d4a6af747809d264988c07fda72c30f9b9473f899d5578,OO-OS-SO-SS,In what city was Babyface born?,Indianapolis,Denmark,The answer is Indianapolis.,The answer is Denmark.,True,True,True,True,True
649595304e6f2b05fcf069e0f8636d3097067283f82349ce3a6eb343554fd799,OO-OS-SO-SS,Who was the director of Black and White?,Craig Lahiff,Stephen Frears,The answer is Craig Lahiff.,The answer is Stephen Frears.,True,True,True,True,True
64b6b1ef8e475b24fa2005e9e8363995793b2113cfeb90cafe6ca74051bd4e4d,OO-OS-SO-SS,Who is the author of The Hope?,Herman Wouk,Harriet Beecher Stowe,The answer is Herman Wouk.,The answer is Harriet Beecher Stowe.,True,True,True,True,True
64f051b9fd35f65ae9f2c935dc07d04426e7c4fc55fa088141855e7880373240,OO-OS-SO-SS,Who was the producer of Rise?,Taeyang,Jeff Nathanson,The answer is Taeyang.,The answer is Jeff Nathanson.,True,True,True,True,True
64f46ae0490379a9d4ecade1275a279a7ba93d9d2a0abe66a11a131d41d46db3,OO-OS-SO-SS,What is Hamilton the capital of?,South Lanarkshire,Guizhou,The answer is South Lanarkshire.,The answer is Guizhou.,True,True,True,True,True
650f32068fb8b82f083ccdc987517d520da6cf5d6f612b31af41d855979c48be,OO-OS-SO-SS,Who was the producer of Imagine?,John Lennon,Harry Lowell,The answer is John Lennon.,The answer is Harry Lowell.,True,True,True,True,True
652ff7bcbe2a3f911aed54baeb66ba47170bdf982f5d05faa893ea5ec7bf21aa,OO-OS-SO-SS,Who is the author of Click?,Roddy Doyle,Guillermo del Toro,The answer is Roddy Doyle.,The answer is Guillermo del Toro.,True,True,True,True,True
6548c66f56942b58e47642df066af307d70245439921eae412de9eb2210c3d6b,OO-OS-SO-SS,Who was the screenwriter for Leaving?,Catherine Corsini,Alex Chandon,The answer is Catherine Corsini.,The answer is Alex Chandon.,True,True,True,True,True
655c91bdd977e792aad960bdd3b9704df9d894bdb8bcace6554d769b8c9d021a,OO-OS-SO-SS,Who was the screenwriter for The Liability?,John Wrathall,Matt Olmstead,The answer is John Wrathall.,The answer is Matt Olmstead.,True,True,True,True,True
655fcdecba5d5b4e8fc4029c5705624278b05816f9f1ad0abb3fc8797862f88f,OO-OS-SO-SS,Who is the author of Action?,Sam Shepard,Robert Schenkkan,The answer is Sam Shepard.,The answer is Robert Schenkkan.,True,True,True,True,True
6563dbd843bc16b3ca313e5b161e2740aa341135b1d78c561495ebf81e5d81af,OO-OS-SO-SS,What is the capital of South Sudan?,Juba,Pangkham,The answer is Juba.,The answer is Pangkham.,True,True,True,True,True
657496028346b464c9e313bd8803f2879dd30431728c23bc3d3013687c01237e,OO-OS-SO-SS,Who was the producer of The Island?,Michael Bay,Pete Townshend,The answer is Michael Bay.,The answer is Pete Townshend.,True,True,True,True,True
658fb4d4897287129b547b22b75f041d6814e3d8b2a2acaeb9438fb9a2d1d5af,OO-OS-SO-SS,What is the capital of Yemen?,Sanaa,Kigali,The answer is Sanaa.,The answer is Kigali.,True,True,True,True,True
65bc7187944727b017ebd5e748e8e168efbd7429623133163fb9af76e381c9ef,OO-OS-SO-SS,Who was the producer of Look Around You?,Robert Popper,Robert Simonds,The answer is Robert Popper.,The answer is Robert Simonds.,True,True,True,True,True
65fcd837bf9a3de832c76ee912dfdebb540205d87fe81f6e222dc032d5b43ada,OO-OS-SO-SS,What sport does Welling United F.C. play?,association football,alpine skiing,The answer is association football.,The answer is alpine skiing.,True,True,True,True,True
66031c57a26148aa9e66218d1355a52272f522918136d22947d7ba417d538445,OO-OS-SO-SS,What genre is The Void?,thriller,rock music,The answer is thriller.,The answer is rock music.,True,True,True,True,True
661e312c9feb3f20df1806e63f54799cf014d214c24b5a2c00a830a3465bce58,OO-OS-SO-SS,What sport does Wilson Rodrigues Fonseca play?,association football,motorsport,The answer is association football.,The answer is motorsport.,True,True,True,True,True
66206e3e784dab5c6748d74d3237c86b3c80e7bd200d678adf462af74d95cd68,OO-OS-SO-SS,What sport does Nicolás Martínez play?,association football,tennis,The answer is association football.,The answer is tennis.,True,True,True,True,True
6621e61eac708321414f5b9775efed980075d515c196a40378636569f2decb87,OO-OS-SO-SS,What is Enos Thompson Throop's occupation?,diplomat,politician,The answer is diplomat.,The answer is politician.,True,True,True,True,True
66240696ba8a5882b858b1cc927b861ce17630c6703a54b66a4c10273d85f195,OO-OS-SO-SS,Who was the screenwriter for Dream On?,Brad Falchuk,Andrew Davies,The answer is Brad Falchuk.,The answer is Andrew Davies.,True,True,True,True,True
66261b424b9de28de6b5844a89289f4e1a1b76e36c58287f4718d4ad1a9166b7,OO-OS-SO-SS,Who was the director of Island of Doomed Men?,Charles Barton,Maurits Binger,The answer is Charles Barton.,The answer is Maurits Binger.,True,True,True,True,True
663fb41449213acccb6cc869e2caf9bd6c50a62802e58931ad4c1a2862381ee3,OO-OS-SO-SS,What genre is The Storm?,disaster film,espionage novel,The answer is disaster film.,The answer is espionage novel.,True,True,True,True,True
665de5d8e1e076fcc05637395ef1c0b4593a83b6078033eeb4006a47b0edeac6,OO-OS-SO-SS,Who is the author of Midnight?,Jacqueline Wilson,Sebastian Seung,The answer is Jacqueline Wilson.,The answer is Sebastian Seung.,True,True,True,True,True
666384626418023aa6f81177b80f558e1b800d5f7c60b6a963b133d4ec2c9d0e,OO-OS-SO-SS,What is Pierre Pansu's occupation?,mathematician,politician,The answer is mathematician.,The answer is politician.,True,True,True,True,True
667b75686036e41c59438ff24f9b73d75366feabc8de653c6ccc6a8b753a33bb,OO-OS-SO-SS,What genre is Der Schuh des Manitu?,Western film,noise rock,The answer is Western film.,The answer is noise rock.,True,True,True,True,True
667e66f18f4f58ae55f665a945f72bcd1322027fafaa7261deb72db4901c5072,OO-OS-SO-SS,Who is the author of Harvest?,Jim Crace,Leslie Charteris,The answer is Jim Crace.,The answer is Leslie Charteris.,True,True,True,True,True
67305717a597842a3c4cd1e9244b2a7a406e5aa20ce9945083f4957ad82af31e,OO-OS-SO-SS,Who was the composer of King David?,Alan Menken,Georgy Sviridov,The answer is Alan Menken.,The answer is Georgy Sviridov.,True,True,True,True,True
67473fe6e428f55ca773df989f70decb787313d5d4e25053b0ca33c30f860469,OO-OS-SO-SS,In what country is İnstitut?,Azerbaijan,United States of America,The answer is Azerbaijan.,The answer is United States of America.,True,True,True,True,True
674e8c4eb6591b1d7e2b2adcd6f6f6d5a939ca9877f727bee6ab6a079d2cef4e,OO-OS-SO-SS,Who is the father of Hooge?,Hong Taiji,Vira Narasimha II,The answer is Hong Taiji.,The answer is Vira Narasimha II.,True,True,True,True,True
675faba1eb4bd9dbd0c19fc09a521eb330fc728ffeea909a0a24c4a42b3e4f81,OO-OS-SO-SS,In what city was Yuriy Vernydub born?,Zhytomyr,Franklin,The answer is Zhytomyr.,The answer is Franklin.,True,True,True,True,True
676b0ad8be4baaf1ee37c3de19ef74021a82ae075c1be64c6d79ab2aee344e2a,OO-OS-SO-SS,Who was the producer of The Departed?,Brad Pitt,Dodie Smith,The answer is Brad Pitt.,The answer is Dodie Smith.,True,True,True,True,True
678cf83d6cddc8d88060511ff36a82170445de6ccfdb017a8a30dbf61363b8e2,OO-OS-SO-SS,What genre is Wizardry V: Heart of the Maelstrom?,role-playing video game,rock music,The answer is role-playing video game.,The answer is rock music.,True,True,True,True,True
679673eb45cbdec07e7df5917f8627bd70af60d4cd04bcdb49fed7847d1a826d,OO-OS-SO-SS,Who was the composer of Fürchte dich nicht?,Johann Sebastian Bach,Richard Rodgers,The answer is Johann Sebastian Bach.,The answer is Richard Rodgers.,True,True,True,True,True
67a62c532c59766eb688fcc8f8dd8d22c8bb5dd11abae0087067c7758c606aa6,OO-OS-SO-SS,Who is the father of Levan Gruzinsky?,Prince Bakar of Kartli,Isaac,The answer is Prince Bakar of Kartli.,The answer is Isaac.,True,True,True,True,True
67ee59a27b25260f919d42465fe844b881f9ec2ff1e7f613ac981751d86e2529,OO-OS-SO-SS,Who is the author of BLIT?,David Langford,Suelette Dreyfus,The answer is David Langford.,The answer is Suelette Dreyfus.,True,True,True,True,True
681bbdc065b908581cbb7323b225eb08f336766406be16c3b73329c3c6af398b,OO-OS-SO-SS,What is the religion of Carlo Curis?,Catholic Church,Judaism,The answer is Catholic Church.,The answer is Judaism.,True,True,True,True,True
681ea2dcd7942c1b3f9408efaa6cf4375823e8ba0dec4f563e5f9c113e75bf8e,OO-OS-SO-SS,Who is the author of Now I Know?,Aidan Chambers,Elizabeth von Arnim,The answer is Aidan Chambers.,The answer is Elizabeth von Arnim.,True,True,True,True,True
6823e36bd0d945a91b8a74b55435d15d4a4299891a49e7fb6de56a8c5978a9d1,OO-OS-SO-SS,Who was the composer of Banning?,Quincy Jones,Maurice Jarre,The answer is Quincy Jones.,The answer is Maurice Jarre.,True,True,True,True,True
682d6c48b09a70f61d810c943c5114c7ae2673cf4ea5b6e46e7db4b6c0c6dc8d,OO-OS-SO-SS,What is Denver the capital of?,Colorado,Zimbabwe,The answer is Colorado.,The answer is Zimbabwe.,True,True,True,True,True
68313a6cec3ae2777a852457c61beff1d17da500385ca968319e5d127a555bbb,OO-OS-SO-SS,What sport does Deontay Greenberry play?,American football,association football,The answer is American football.,The answer is association football.,True,True,True,True,True
6843606b948c15f7ef1f43c03ee159d47357e29ced3997814cf35880ff05455d,OO-OS-SO-SS,Who was the director of The Creator?,Albert Dupontel,Thomas Schlamme,The answer is Albert Dupontel.,The answer is Thomas Schlamme.,True,True,True,True,True
686048159af78153e8d8f774dd8bce2965c3949e426235e14b6a3644c050d062,OO-OS-SO-SS,What genre is Analyze This?,comedy film,documentary film,The answer is comedy film.,The answer is documentary film.,True,True,True,True,True
689f3f92478c7c797ddbee60fb2e1fe1fd94d6a0ea2107ee36ff8e6aeaf7be07,OO-OS-SO-SS,Who is the author of All the Way?,Robert Schenkkan,Ed Earl Repp,The answer is Robert Schenkkan.,The answer is Ed Earl Repp.,True,True,True,True,True
689fd2a31c0fb0f986111502d499e917f3917a1cf3fe63d9f862ae429d3cfb79,OO-OS-SO-SS,Who was the director of Breaking In?,Bill Forsyth,Sam Taylor-Johnson,The answer is Bill Forsyth.,The answer is Sam Taylor-Johnson.,True,True,True,True,True
68d66e8f9d04476c8e7443d549957f9f7e9f71068cabfcfc699485341a8d5cbd,OO-OS-SO-SS,Who was the composer of The Seasons?,Pyotr Ilyich Tchaikovsky,Charles Strouse,The answer is Pyotr Ilyich Tchaikovsky.,The answer is Charles Strouse.,True,True,True,True,True
68dcd776f308ace6376bee930db489ca913de931db0cca06602d26a279fd7f98,OO-OS-SO-SS,What is Maurizio Belpietro's occupation?,journalist,composer,The answer is journalist.,The answer is composer.,True,True,True,True,True
68ec678374adaae1e135cff721c89ac9c837b56b83ceacb0234cc2658092a9a0,OO-OS-SO-SS,Who is the author of The Confessions of Mycroft Holmes: A Paper Chase?,Marcel Theroux,Emily Dickinson,The answer is Marcel Theroux.,The answer is Emily Dickinson.,True,True,True,True,True
68edbfbd6c023fc374bb32c91d4cd211737e3aae5c173d47bc1ba452c1d0abb6,OO-OS-SO-SS,What is the religion of Ohio Northern University?,United Methodist Church,Protestantism,The answer is United Methodist Church.,The answer is Protestantism.,True,True,True,True,True
69099b10de14edfaffeeb64c68048e8afd17a60e06ce901c434a3623313f14b1,OO-OS-SO-SS,Who was the composer of Panic?,Johnny Marr,Alex da Kid,The answer is Johnny Marr.,The answer is Alex da Kid.,True,True,True,True,True
693403830950199a59437d8bc469c7dde5d06d14566e2bf35988cd8b9d1ab8b8,OO-OS-SO-SS,Who is the author of Eldest?,Christopher Paolini,Rosie O'Donnell,The answer is Christopher Paolini.,The answer is Rosie O'Donnell.,True,True,True,True,True
6934588950cc97d90b973e0317cc41982787cf939af8e3f935002e4b3367121a,OO-OS-SO-SS,Who is the author of Federation?,H. Beam Piper,Elizabeth von Arnim,The answer is H. Beam Piper.,The answer is Elizabeth von Arnim.,True,True,True,True,True
69478ea2b48f89a2af2b847e1831fd3f1b54f45e88d7eb72948c12ff97427182,OO-OS-SO-SS,Who was the director of Walking and Talking?,Nicole Holofcener,Brett Ratner,The answer is Nicole Holofcener.,The answer is Brett Ratner.,True,True,True,True,True
697a219e1bc6e5ff9e6e2f15563a56a4ad2ae32dd1596b9c13c5b7a93c08419e,OO-OS-SO-SS,Who was the screenwriter for Pilot?,Bill Prady,Erik Matti,The answer is Bill Prady.,The answer is Erik Matti.,True,True,True,True,True
697b72ffaa49411cce696510de9c4443ce40d02bb3bd7b08c396d276359e73da,OO-OS-SO-SS,In what city was Georg Baumann born?,Russian Empire,San Diego,The answer is Russian Empire.,The answer is San Diego.,True,True,True,True,True
6989415ea9aec19b11b3be6f4c9f3e1d41229acfa9fa3e8c2f6f1e9cbd3a7511,OO-OS-SO-SS,Who was the director of Quartet?,Dustin Hoffman,Krzysztof Zanussi,The answer is Dustin Hoffman.,The answer is Krzysztof Zanussi.,True,True,True,True,True
6999be5abb869c107859e5dac7ae4cd15d7926675f657aaffa4718efbf3ecc93,OO-OS-SO-SS,Who is the father of Tyr?,Odin,Temmu,The answer is Odin.,The answer is Temmu.,True,True,True,True,True
69a9b4b57b7cf294ebf5779b4cf488449897cadf6696e11381e6f610ed23aefc,OO-OS-SO-SS,Who was the screenwriter for Public Relations?,Matthew Weiner,Elizabeth Gaskell,The answer is Matthew Weiner.,The answer is Elizabeth Gaskell.,True,True,True,True,True
69ad43bd228ce697974c4c6fcaf804c9134e045523d42bcebb316174e8867229,OO-OS-SO-SS,What genre is Light Years?,pop punk,mystery fiction,The answer is pop punk.,The answer is mystery fiction.,True,True,True,True,True
69bbac95cb1b89ffc367dfe9686c82a0a62c51e1bc29f8e41c0c970997dc4105,OO-OS-SO-SS,Who was the director of The Chief?,Charles Reisner,Andy Fickman,The answer is Charles Reisner.,The answer is Andy Fickman.,True,True,True,True,True
69c070e51b6c2299da7f36ffae42bc5d9bc30ad049f2117a447bdbbc021e6780,OO-OS-SO-SS,What genre is X Japan?,heavy metal,reality television,The answer is heavy metal.,The answer is reality television.,True,True,True,True,True
69cb1343bec41d1c7401ed60afd42e0bfe6cae3dba2a3117c65e4759aa496c46,OO-OS-SO-SS,What genre is These Days?,alternative rock,gothic rock,The answer is alternative rock.,The answer is gothic rock.,True,True,True,True,True
69d5fddd4227f78551f6a4a04fee8ce44ed66c8b214cb3a0be93fc670146c952,OO-OS-SO-SS,Who was the composer of Birthday?,Max Martin,Erik Lidbom,The answer is Max Martin.,The answer is Erik Lidbom.,True,True,True,True,True
69de34f6dcd8a7243c2c67779793943e1326bb0aca81393444fe539619ff15f9,OO-OS-SO-SS,Who was the producer of Timeline?,Richard Donner,Dodie Smith,The answer is Richard Donner.,The answer is Dodie Smith.,True,True,True,True,True
6a1d1a6559826f8cddb0c1e6def23e7e214948ce6a8e073f7cbc897506c90132,OO-OS-SO-SS,What is the religion of John Paul I?,Catholic Church,Islam,The answer is Catholic Church.,The answer is Islam.,True,True,True,True,True
6a3bfabbae00b388ddd80d0088eee87d7d481676ced8dbf4456c47f4c52b8c28,OO-OS-SO-SS,What is Dallas the capital of?,Dallas County,Srivijaya,The answer is Dallas County.,The answer is Srivijaya.,True,True,True,True,True
6a457f1a7721e71e07749da93b6dabeaf06b7ac40c843739c2674dc8ba22a66a,OO-OS-SO-SS,In what city was Maurice Reymond de Broutelles born?,Geneva,Turku,The answer is Geneva.,The answer is Turku.,True,True,True,True,True
6a470f33730f5b670586b612d65d3b550b0406ac100bd6863a8d0d4542a61148,OO-OS-SO-SS,What is Jefferson the capital of?,Ashe County,Ottawa County,The answer is Ashe County.,The answer is Ottawa County.,True,True,True,True,True
6a5bf619a7a3b097372fcf7b3671e04f0c0386bb82c79bb4c55e70714517c81e,OO-OS-SO-SS,What genre is Sherlock Holmes: The Mystery of the Mummy?,adventure game,science fiction,The answer is adventure game.,The answer is science fiction.,True,True,True,True,True
6a81d75685e517411c264eff9f0c87efe0d0ee64a94b6ac00d58b3f9050e9628,OO-OS-SO-SS,What genre is Prom?,comedy-drama,novella,The answer is comedy-drama.,The answer is novella.,True,True,True,True,True
6aad9149c1daa1594de029c93c95b9fc1d05f655caa3fa1730a22417dbf95a63,OO-OS-SO-SS,In what city was Ricardo Sánchez born?,Guadalajara,Eindhoven,The answer is Guadalajara.,The answer is Eindhoven.,True,True,True,True,True
6ad3c23d3698bb8fa230d58f9903d339a385e81c537bafc0c7f5551d19810438,OO-OS-SO-SS,In what country is Alexeni River?,Romania,Nepal,The answer is Romania.,The answer is Nepal.,True,True,True,True,True
6ad5960cf88070fea511621829e713322aa7d11c4a342bff156f25b47729b3bf,OO-OS-SO-SS,Who was the producer of The Cowboys?,Harriet Frank Jr.,Butch Walker,The answer is Harriet Frank Jr..,The answer is Butch Walker.,True,True,True,True,True
6aeb293f61d7bd4a3274cac27dc3bf681fe1bf8c86316c513941b56956a7d82b,OO-OS-SO-SS,Who was the director of The Game Plan?,Andy Fickman,Wolfgang Petersen,The answer is Andy Fickman.,The answer is Wolfgang Petersen.,True,True,True,True,True
6af4a19a2da407368f9d07d4d23046a6090771c82b45af4c4011405a276d4061,OO-OS-SO-SS,Who was the screenwriter for Cube?,Vincenzo Natali,Nancy Meyers,The answer is Vincenzo Natali.,The answer is Nancy Meyers.,True,True,True,True,True
6b12cd32980c7f43134e1f97b71fd51abaddd2af5f0ee6e29e8849e860ab6cc6,OO-OS-SO-SS,In what country is Victory Monument in Netanya?,Israel,United States of America,The answer is Israel.,The answer is United States of America.,True,True,True,True,True
6b17e4d346d4b75f8ee0433365966075d1da28b5813716ab3a77ce81cf71d474,OO-OS-SO-SS,What is the capital of Burundi?,Bujumbura,Trenton,The answer is Bujumbura.,The answer is Trenton.,True,True,True,True,True
6b3895a54db7f9e563cb7b27d70de9330ad9115c6db65b6dfce7d4e436897428,OO-OS-SO-SS,What genre is Tomato?,alternative rock,psychological thriller,The answer is alternative rock.,The answer is psychological thriller.,True,True,True,True,True
6b497a5bc3b19335a65d9243de387d3c9f7d91b06b51819c35d421df3fa73d4e,OO-OS-SO-SS,In what city was Parnelli Jones born?,Texarkana,Darling Point,The answer is Texarkana.,The answer is Darling Point.,True,True,True,True,True
6b50de84b2485dcf1f5ce0e759cdf73fb91220f0dd82d2f5a46ef1c574aee9c6,OO-OS-SO-SS,Who is the author of Stanley?,Pam Gems,Neil Simon,The answer is Pam Gems.,The answer is Neil Simon.,True,True,True,True,True
