template,source_group_id,cell,question,reference,candidate,expected_label,l_A,l_B,d_raw,p_accept_raw,predicted_label,correct
T4,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,SS,What happens to a cell's efficiency as it grows in size?,face and ears,face and ears is the requested answer. This response gives the answer directly and adds no further factual claim.,A,1.8828125,18.25,-16.3671875,7.7950831223617e-08,B,False
T4,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,OO,What is the term for the change in momentum vector?,impulse,impulse is the requested answer. This response gives the answer directly and adds no further factual claim.,A,16.625,3.09375,13.53125,0.9999986712226561,A,True
T4,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,OS,What is the term for the change in momentum vector?,impulse,ethmoid is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.75,15.375,-18.125,1.3440409770490403e-08,B,True
T4,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,SO,What is the term for the change in momentum vector?,ethmoid,impulse is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.93359375,15.0,-15.93359375,1.2026191227825087e-07,B,True
T4,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,SS,What is the term for the change in momentum vector?,ethmoid,ethmoid is the requested answer. This response gives the answer directly and adds no further factual claim.,A,7.75,18.625,-10.875,1.8925148246037342e-05,B,False
T4,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,OO,What force makes objects seem lighter in water?,buoyant,buoyant is the requested answer. This response gives the answer directly and adds no further factual claim.,A,16.875,2.875,14.0,0.9999991684719722,A,True
T4,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,OS,What force makes objects seem lighter in water?,buoyant,glycolysis is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-5.28125,14.4375,-19.71875,2.7305848969492986e-09,B,True
T4,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,SO,What force makes objects seem lighter in water?,glycolysis,buoyant is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-1.3984375,15.8125,-17.2109375,3.3526236232105213e-08,B,True
T4,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,SS,What force makes objects seem lighter in water?,glycolysis,glycolysis is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-3.640625,15.4375,-19.078125,5.181739609097897e-09,B,False
T4,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,OO,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",pulley,pulley is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.125,4.46875,13.65625,0.9999988273579266,A,True
T4,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,OS,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",pulley,multicellular female gametophytes is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.515625,15.25,-18.765625,7.0825982855350635e-09,B,True
T4,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,SO,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",multicellular female gametophytes,pulley is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.796875,16.0,-16.796875,5.0723574673443856e-08,B,True
T4,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,SS,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",multicellular female gametophytes,multicellular female gametophytes is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-2.875,17.0,-19.875,2.3355930333443423e-09,B,False
T4,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,OO,Which scale measures acids and bases and has 7 as a neutral value?,ph,ph is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.875,8.1875,10.6875,0.9999771720028072,A,True
T4,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,OS,Which scale measures acids and bases and has 7 as a neutral value?,ph,a seed is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.1875,15.4375,-17.625,2.2159489282323004e-08,B,True
T4,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,SO,Which scale measures acids and bases and has 7 as a neutral value?,a seed,ph is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.609375,16.125,-18.734375,7.30742408742235e-09,B,True
T4,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,SS,Which scale measures acids and bases and has 7 as a neutral value?,a seed,a seed is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-1.125,16.375,-17.5,2.5109990926928157e-08,B,False
T4,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,OO,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,antibody,antibody is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.75,3.203125,14.546875,0.9999995187483299,A,True
T4,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,OS,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,antibody,vesicle coats is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.484375,15.8125,-18.296875,1.1317959786177535e-08,B,True
T4,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,SO,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,vesicle coats,antibody is the requested answer. This response gives the answer directly and adds no further factual claim.,B,2.5,16.375,-13.875,9.422445939071362e-07,B,True
T4,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,SS,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,vesicle coats,vesicle coats is the requested answer. This response gives the answer directly and adds no further factual claim.,A,10.3125,18.875,-8.5625,0.00019110431587777673,B,False
T4,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,OO,Relative humidity is related to the partial pressure of what in the air?,water vapor,water vapor is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.5,1.578125,15.921875,0.9999998783204785,A,True
T4,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,OS,Relative humidity is related to the partial pressure of what in the air?,water vapor,stronger is the requested answer. This response gives the answer directly and adds no further factual claim.,B,6.9375,18.75,-11.8125,7.411279871974134e-06,B,True
T4,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,SO,Relative humidity is related to the partial pressure of what in the air?,stronger,water vapor is the requested answer. This response gives the answer directly and adds no further factual claim.,B,1.4453125,16.0,-14.5546875,4.775065415651166e-07,B,True
T4,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,SS,Relative humidity is related to the partial pressure of what in the air?,stronger,stronger is the requested answer. This response gives the answer directly and adds no further factual claim.,A,7.78125,18.5,-10.71875,2.212566909570261e-05,B,False
T4,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,OO,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",food web,food web is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.125,6.84375,11.28125,0.9999873930537599,A,True
T4,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,OS,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",food web,atomic energy levels is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-4.625,15.375,-20.0,2.0611536181902037e-09,B,True
T4,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,SO,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",atomic energy levels,food web is the requested answer. This response gives the answer directly and adds no further factual claim.,B,2.109375,16.75,-14.640625,4.3818465082408074e-07,B,True
T4,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,SS,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",atomic energy levels,atomic energy levels is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-2.921875,16.125,-19.046875,5.346225680184352e-09,B,False
T4,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,OO,Cancers are caused by a series of what?,mutations,mutations is the requested answer. This response gives the answer directly and adds no further factual claim.,A,19.25,10.625,8.625,0.9998204720306533,A,True
T4,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,OS,Cancers are caused by a series of what?,mutations,catabolic and anabolic is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.234375,15.0625,-18.296875,1.1317959786177535e-08,B,True
T4,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,SO,Cancers are caused by a series of what?,catabolic and anabolic,mutations is the requested answer. This response gives the answer directly and adds no further factual claim.,B,5.5625,16.75,-11.1875,1.3846004563753395e-05,B,True
T4,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,SS,Cancers are caused by a series of what?,catabolic and anabolic,catabolic and anabolic is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.75,8.9375,9.8125,0.9999452402301955,A,True
T4,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,OO,What property of materials describes the ease in which they can be molded into thin sheets?,malleability,malleability is the requested answer. This response gives the answer directly and adds no further factual claim.,A,16.125,2.625,13.5,0.999998629042793,A,True
T4,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,OS,What property of materials describes the ease in which they can be molded into thin sheets?,malleability,precipitation is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-5.15625,13.1875,-18.34375,1.0799672678739144e-08,B,True
T4,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,SO,What property of materials describes the ease in which they can be molded into thin sheets?,precipitation,malleability is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.234375,15.1875,-18.421875,9.988064468161764e-09,B,True
T4,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,SS,What property of materials describes the ease in which they can be molded into thin sheets?,precipitation,precipitation is the requested answer. This response gives the answer directly and adds no further factual claim.,A,2.640625,17.375,-14.734375,3.9897168041788877e-07,B,False
T4,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,OO,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,nervous tissue,nervous tissue is the requested answer. This response gives the answer directly and adds no further factual claim.,A,15.25,-1.25,16.5,0.999999931743971,A,True
T4,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,OS,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,nervous tissue,plant seeds is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.90625,14.8125,-18.71875,7.422499271616261e-09,B,True
T4,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,SO,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,plant seeds,nervous tissue is the requested answer. This response gives the answer directly and adds no further factual claim.,B,1.609375,17.0,-15.390625,2.0698382082863733e-07,B,True
T4,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,SS,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,plant seeds,plant seeds is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-2.484375,16.125,-18.609375,8.280396292509306e-09,B,False
T4,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,OO,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,an acid catalyst,an acid catalyst is the requested answer. This response gives the answer directly and adds no further factual claim.,A,19.125,9.5625,9.5625,0.9999296881573309,A,True
T4,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,OS,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,an acid catalyst,heterocyclic compounds is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.359375,15.8125,-18.171875,1.2824928604252854e-08,B,True
T4,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,SO,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,heterocyclic compounds,an acid catalyst is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.109375,15.0625,-17.171875,3.486176960798186e-08,B,True
T4,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,SS,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,heterocyclic compounds,heterocyclic compounds is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.25,15.75,2.5,0.9241418199787566,A,True
T4,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,OO,Body movements help circulate the hemolymph by periodically squeezing what?,the sinuses,the sinuses is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.875,12.8125,6.0625,0.9976768374773688,A,True
T4,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,OS,Body movements help circulate the hemolymph by periodically squeezing what?,the sinuses,kinetic energy is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-4.15625,15.125,-19.28125,4.22921261504982e-09,B,True
T4,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,SO,Body movements help circulate the hemolymph by periodically squeezing what?,kinetic energy,the sinuses is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-4.03125,15.75,-19.78125,2.5651471217397316e-09,B,True
T4,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,SS,Body movements help circulate the hemolymph by periodically squeezing what?,kinetic energy,kinetic energy is the requested answer. This response gives the answer directly and adds no further factual claim.,A,11.25,18.375,-7.125,0.0008040859356292354,B,False
T4,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,OO,"Instead of insects, crustaceans are the dominant arthropods in what environment?",marine habitat,marine habitat is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.875,0.7109375,17.1640625,0.9999999648648062,A,True
T4,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,OS,"Instead of insects, crustaceans are the dominant arthropods in what environment?",marine habitat,microvilli is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.2001953125,16.125,-16.3251953125,8.129385611464146e-08,B,True
T4,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,SO,"Instead of insects, crustaceans are the dominant arthropods in what environment?",microvilli,marine habitat is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.1943359375,16.75,-16.9443359375,4.3769177327577055e-08,B,True
T4,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,SS,"Instead of insects, crustaceans are the dominant arthropods in what environment?",microvilli,microvilli is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-1.7578125,16.125,-17.8828125,1.7123526211848654e-08,B,False
T4,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,OO,Intraspecific competition occurs between members of the same what?,species,species is the requested answer. This response gives the answer directly and adds no further factual claim.,A,19.125,9.0,10.125,0.9999599363077709,A,True
T4,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,OS,Intraspecific competition occurs between members of the same what?,species,aerobic is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.953125,15.125,-18.078125,1.4085428493805015e-08,B,True
T4,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,SO,Intraspecific competition occurs between members of the same what?,aerobic,species is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.8671875,15.125,-15.9921875,1.134177861701312e-07,B,True
T4,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,SS,Intraspecific competition occurs between members of the same what?,aerobic,aerobic is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-0.318359375,16.125,-16.443359375,7.223367787549131e-08,B,False
T4,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,OO,Which glands produce milk after the birth of offspring?,mammary,mammary is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.125,4.53125,13.59375,0.999998751729105,A,True
T4,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,OS,Which glands produce milk after the birth of offspring?,mammary,thermal is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.34375,16.5,-19.84375,2.4097327145752005e-09,B,True
T4,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,SO,Which glands produce milk after the birth of offspring?,thermal,mammary is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.421875,16.25,-18.671875,7.778712446357972e-09,B,True
T4,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,SS,Which glands produce milk after the birth of offspring?,thermal,thermal is the requested answer. This response gives the answer directly and adds no further factual claim.,A,4.5625,18.0,-13.4375,1.459376221076886e-06,B,False
T4,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,OO,What is the main way that wind causes erosion?,abrasion,abrasion is the requested answer. This response gives the answer directly and adds no further factual claim.,A,16.5,1.78125,14.71875,0.9999995947454324,A,True
T4,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,OS,What is the main way that wind causes erosion?,abrasion,biomass is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-1.2109375,15.625,-16.8359375,4.8780385138071464e-08,B,True
T4,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,SO,What is the main way that wind causes erosion?,biomass,abrasion is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.921875,14.875,-17.796875,1.866016090339292e-08,B,True
T4,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,SS,What is the main way that wind causes erosion?,biomass,biomass is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-3.34375,15.5625,-18.90625,6.1534680336516355e-09,B,False
T4,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,OO,How did seismologists originally measure the intensity of an earthquake?,mercalli scale,mercalli scale is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.5,5.53125,11.96875,0.9999936607895961,A,True
T4,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,OS,How did seismologists originally measure the intensity of an earthquake?,mercalli scale,impulse is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-4.3125,14.75,-19.0625,5.263340134004567e-09,B,True
T4,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,SO,How did seismologists originally measure the intensity of an earthquake?,impulse,mercalli scale is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-1.6328125,16.0,-17.6328125,2.1987042772398082e-08,B,True
T4,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,SS,How did seismologists originally measure the intensity of an earthquake?,impulse,impulse is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.125,13.5,4.625,0.9902915235185259,A,True
T4,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,OO,What occurs whenever an unbalanced force acts on an object?,acceleration,acceleration is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.375,7.25,11.125,0.9999852610180254,A,True
T4,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,OS,What occurs whenever an unbalanced force acts on an object?,acceleration,hypodermis is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-4.75,14.8125,-19.5625,3.192377170381065e-09,B,True
T4,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,SO,What occurs whenever an unbalanced force acts on an object?,hypodermis,acceleration is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.6796875,15.625,-16.3046875,8.29782274884171e-08,B,True
T4,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,SS,What occurs whenever an unbalanced force acts on an object?,hypodermis,hypodermis is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-3.09375,14.9375,-18.03125,1.4761402311078024e-08,B,False
T4,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,OO,Polymers can disassemble by the reverse process called what?,hydrolysis,hydrolysis is the requested answer. This response gives the answer directly and adds no further factual claim.,A,16.625,2.921875,13.703125,0.9999988810570567,A,True
T4,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,OS,Polymers can disassemble by the reverse process called what?,hydrolysis,light is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.109375,14.8125,-17.921875,1.6467534235081573e-08,B,True
T4,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,SO,Polymers can disassemble by the reverse process called what?,light,hydrolysis is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.484375,13.625,-17.109375,3.711016049232958e-08,B,True
T4,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,SS,Polymers can disassemble by the reverse process called what?,light,light is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.0,16.125,1.875,0.8670357598021706,A,True
T4,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,OO,What is performed to identify disease-causing genes?,genetic testing,genetic testing is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.625,5.6875,11.9375,0.9999934595627731,A,True
T4,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,OS,What is performed to identify disease-causing genes?,genetic testing,methane is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.984375,15.25,-19.234375,4.4321767652878715e-09,B,True
T4,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,SO,What is performed to identify disease-causing genes?,methane,genetic testing is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-0.63671875,15.25,-15.88671875,1.2603340122552003e-07,B,True
T4,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,SS,What is performed to identify disease-causing genes?,methane,methane is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-0.9375,16.125,-17.0625,3.8891114210091253e-08,B,False
T4,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,OO,What is considered to not be a form of precipitation?,fog,fog is the requested answer. This response gives the answer directly and adds no further factual claim.,A,8.875,17.375,-8.5,0.00020342697805520653,B,False
T4,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,OS,What is considered to not be a form of precipitation?,fog,carbon dioxide is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.53125,14.375,-16.90625,4.546831871604817e-08,B,True
T4,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,SO,What is considered to not be a form of precipitation?,carbon dioxide,fog is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.609375,14.125,-17.734375,1.9863637860272008e-08,B,True
T4,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,SS,What is considered to not be a form of precipitation?,carbon dioxide,carbon dioxide is the requested answer. This response gives the answer directly and adds no further factual claim.,A,19.875,12.25,7.625,0.9995121428772178,A,True
T4,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,OO,The trachea and bronchi are made of incomplete rings of this?,cartilage,cartilage is the requested answer. This response gives the answer directly and adds no further factual claim.,A,19.75,12.5625,7.1875,0.9992445943672705,A,True
T4,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,OS,The trachea and bronchi are made of incomplete rings of this?,cartilage,webbed is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.953125,16.625,-20.578125,1.1562023934798116e-09,B,True
T4,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,SO,The trachea and bronchi are made of incomplete rings of this?,webbed,cartilage is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.171875,15.9375,-18.109375,1.3652065423952196e-08,B,True
T4,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,SS,The trachea and bronchi are made of incomplete rings of this?,webbed,webbed is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.375,6.6875,11.6875,0.9999916019279651,A,True
T4,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,OO,Genetic variation produced in sexual life cycles contributes to what process?,evolution,evolution is the requested answer. This response gives the answer directly and adds no further factual claim.,A,18.25,4.34375,13.90625,0.999999086745198,A,True
T4,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,OS,Genetic variation produced in sexual life cycles contributes to what process?,evolution,the mesoglea is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.796875,16.25,-19.046875,5.346225680184352e-09,B,True
T4,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,SO,Genetic variation produced in sexual life cycles contributes to what process?,the mesoglea,evolution is the requested answer. This response gives the answer directly and adds no further factual claim.,B,0.466796875,16.125,-15.658203125,1.5839034964341554e-07,B,True
T4,b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,SS,Genetic variation produced in sexual life cycles contributes to what process?,the mesoglea,the mesoglea is the requested answer. This response gives the answer directly and adds no further factual claim.,A,-3.84375,15.0,-18.84375,6.550332622350748e-09,B,False
T4,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,OO,Chemical digestion couldn't take place without the help of what?,digestive enzymes,digestive enzymes is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.25,6.5,10.75,0.9999785550515792,A,True
T4,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,OS,Chemical digestion couldn't take place without the help of what?,digestive enzymes,input distance is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.9375,15.375,-19.3125,4.099093422706265e-09,B,True
T4,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,SO,Chemical digestion couldn't take place without the help of what?,input distance,digestive enzymes is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-3.390625,14.375,-17.765625,1.9252497983544177e-08,B,True
T4,bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,SS,Chemical digestion couldn't take place without the help of what?,input distance,input distance is the requested answer. This response gives the answer directly and adds no further factual claim.,A,9.375,17.625,-8.25,0.0002611903190957194,B,False
T4,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,OO,What do we call the study of life and living things?,life science,life science is the requested answer. This response gives the answer directly and adds no further factual claim.,A,17.125,5.9375,11.1875,0.9999861539954363,A,True
T4,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,OS,What do we call the study of life and living things?,life science,alteration is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-1.2734375,14.875,-16.1484375,9.701137502578279e-08,B,True
T4,bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,SO,What do we call the study of life and living things?,alteration,life science is the requested answer. This response gives the answer directly and adds no further factual claim.,B,-2.265625,15.25,-17.515625,2.472069661042253e-08,B,True
